id,sentiment,tweet
4690,positive,حاجة حلوة لما تلاقي حد عارف أنت بتحب أيه و مبتحبش أيه
4695,positive,الله يمسي خاطرك بالسعاده يامسعدٍ قلبي بحلو السواليف يامن على قلبي خذيت السياده الحظ جابك بالمحبه على الكيف
4708,negative,@amalalfahadx @Shosho1998alkon عييييب على كل عربي انو اسرائيل قبلنا مش عالفلسطينية بس يا فهمانة
4709,positive,@MohammedAssaf89 @IbrahimAlalami كل عام وانت بالف خير ينعاد عليك و ع فلسطين وع كل البلدان بالخير والمحبة والسلام 442
4711,positive,@AmiraaSG بس دا ميمنعش إنى بعشق ال fireworks  فى اسكندرية
4712,neutral,من اغرب مقتطفات 2014 انى محستش بالسقعة ابدا ومش تقلت فى الهدوم  نهائى ولا جالى برد !!
4713,neutral,@Sara_Aaziz مش عندك امتحان بكرة اقفلي و ذكري يلا
4716,negative,"""""""المواد اللي بندرسها في الكلية تنفع شتيمة، يعني أقول لواحد بس يلا يا بتاع البرولوج بس يلا يا بتاع البراليل سيستم والذكاء الإصطناعي والخرة ده."""""""""
4720,positive,ي رب تتحقق أماني كل الامه العربية والإسلامية http://t.co/0sRiZ78vyi
4721,neutral,على سبيل الصياعة انا نزلت اقعد مع اصحابى فى 2014 روحت البيت فى 2015   #سنه_جديده_2015
4722,neutral,انا شارب انهاردة 2 ليتر ميرندا تفاااح .. طبعاً غير الاكل اللى واكله .. فانا بقيت عامل زى البلونة كده بظبط
4725,negative,كان نفسي تبقي بداية حلوة بس ايه بقي
4727,neutral,استغفر الله و اتوب إليه
4729,neutral,اول حاجه احطها فى بوقي فى السنه الجديده اكتر حاجتين بحبهم سجاير و جبنه :D
4731,positive,@A7mdFr7at ربنا يصلحلك امورك ويبعد عنك الشر يا عم انت يا عم انت ^^
4736,positive,@nehadhesham14  كل سنه و انتى طيوبه
4744,positive,@HamzaMohamed83 ربنا ميرحمنيش من صحابى و اهلى
4746,neutral,اول تغريده في عام2015 http://t.co/lr13J3ataM
4750,positive,فيديو يخليك تبتسم فعلا والله :D
4751,positive,@nrmeen_moustafa حبيبتى
4758,negative,تعال شوف دموعى الى انت السبب فيها دلوقتى
4759,positive,@inasonly كل سنة و انتى طيبة يا ايناس :)
4760,positive,"""@kfourywael عشان هيك قررت \""""فرجيك\"""" اني بحبك .. أحلى من الحكي .."
4769,negative,ومش هتعرف تتعامل مع الوسخ غير لما تبقي اوسخ ف التعامل منه !!
4770,positive,ناس مجرد مفتكرها بكون سعيد #عمرو_دياب
4772,neutral,@D1J_LFC أنا عندي دلائل أخي لا أتكلم من الفراغ
4773,positive,كنت اقول ان ما عندي شي يذكر ف سنة 2014 .. لكنها عرّفتني و جمعتني بناس اسأل الله ان يجمعني بهم العمر كله ❤
4774,negative,كيف تحتفلون بأعياد النصاري و أمتكم مهتوك عرضها في كل مكان ؟!! :(
4776,negative,خراب يا دنيا خراب يا دماغي .
4777,positive,@anaroro5555 @MrHussien49 @Larrybirdmemey @mamasosy @mohammadjeddah كل عام وانت ومن تحبين والمصريين والناس كلهااااا بالف خيرسنه سعيده للجميع
4782,neutral,البعد عمره ما كان سفر لمكان بعيد و القرب عمره ما كان فى ناس موجودة جمبى.  #AmrDiab2015
4789,positive,اللهم أرزقني نعمه يعجز عنها شكري
4792,positive,@Brahim____  فك الله اسرك
4795,neutral,من عامل الناس على لون اوجنس اوعرق بدلت حسناته بسيئات وذهبت  اعماله لغير الله
4798,positive,@efc09598a012432 اهلا بك محمد باشا الجلاء منور يا الغالي
4804,neutral,يا زمن بالقصص المنسية .. او بالاحلام الوردية #جوليا
4809,neutral,@Eman___Sh @adil_jammal الصور كلها لجمهور شريهان ومش من حق اى حد يتكلم عن الحقوق لان شريهان هى اللى عملتها مش احنا
4811,neutral,"""#الوطن   شعبان عبدالرحيم: \""""لو #الجيش المصري طلبني هتطوع.. ومحبش حد يزعل بلدي\"""" http://t.co/3gusXCOG7l"
4812,neutral,ليكس لادارة الفنادق عموم التوريدات تطلب انسات علاقات عامة للعمل بالغردقة وشرم الشيخ مرتبات.. https://t.co/i5iAHYhvVp #مصر #الاسكندرية
4817,positive,@muhamsalah صباحك  ود  وصفاء
4818,neutral,@Eman___Sh @adil_jammal لا ساعات مش بكتب اسمى اصلا ولا اى اسم علشان اى حد يخدها
4819,negative,@MMSBy.  &lt;3 وربنا كده كتيرررر
4825,positive,توقعاتي لهذا العام: أمنياتي ستكون أكثر احترافية.
4829,neutral,@yasmology اشهد ان لااله الا الله
4830,positive,@asmaahadad_ali كل سنه وأنتم بخير وسعاده يارب
4831,neutral,"""""""الحنية طب فين هي ابكي يا قلبي علي الحنية، هي الدنيا جرا فيها ايه، حتي الناس صبحت مش هي."""""""""
4832,neutral,اللهم اعنى على ذكرك وشكرك وحسن عبادتك
4834,neutral,كل الناس الأعرفهم بفكر فيهم بليل
4837,neutral,ماتت بمحراب عينيكى ابتهاﻻتى
4847,positive,كل سنه وانتوا طيبين وان شاء الله تكون سنة
4852,neutral,انا مكانى مش فى مصر
4855,neutral,لا حياتي هي حياتي.. ولا قلبي اصبح قلب
4858,neutral,آللّهُمَّ صّلِ وسَلّمْ عَلۓِ سَيّدنَآ مُحَمد ﷺ
4861,positive,@sherihanshal #بحبك وهذا يكفينى ❤️
4862,positive,@asmaahadad_ali آمين يارب.. تكون دعوه مستجابه مع بداية عام جديد
4864,neutral,"""{هو الله الخالق البارئ المصور له الأسماء الحسنى يسبح له ما في السماوات والأرض وهو العزيز الحكيم} [الحشر:24] http://t.co/LDyjdxOPzi\"""""
4869,neutral,كان يحرث مابعوه
4870,neutral,@shereen_hussenوهناك أحلام تحطّمت  وقلوب انجرحت وانكسرت وخيبات أمل وآمال وجرح ادمى ولم يُشفى
4871,neutral,@taxi_only لسه فاضلى جزء فى الحث و بعدين هدخل على الكلاسيكية عشان بناخد حصة شرح و حصة مسائل ☺
4872,positive,صباح الفل...صباح الابتسامه....اجعلها سنة بتضحك يا كريم http://t.co/SUyCZRROjV
4874,positive,#العام_الجديد  ادعولي بالشفاء جزاكم الله خير
4880,positive,@ranasamaha9t @hayat_alsahir هابى بيرث دااااااااااااااااااااااى  سنة سعيدة يارب
4883,positive,"""""""@horyagana ان شاء الله ، النصر من عند الله والظلم مهما طاااااااااااال لابد من حلول العدل وأنتصار العدل والحق في النهاية هي دي قاعده المسلم"""""""""
4889,positive,يا سلام علي الدنيا وحلوتها في عين العشـق #أم_كلثوم.
4890,positive,@ch_cake الل يعجبك يعجبنا ياافندم
4892,positive,@kamalshymaa @soooo_soooo_64 الله رووووووووووعه
4894,neutral,"""مـانيب من يتـبع ركـاب المـقفين  حتى ولو ادفـع .. ثمنها حـياتي  من صد عني ماسألته على وين ابقى عزيز وعز نفسي غناتي.  راقت لي\""""”\"""""
4897,positive,@KingMbrouk1516 @yassminyaso2 ياااااااااااااااااااااااااااااارب أنصر كل مظلوم
4898,neutral,ليه تسكتى زمن...اتكلمى ليه تدفعى وحدك التمن...اتكلمى
4899,positive,ﻧﻄﻮﻱ ﺳﻨﻪ ﻣﺮﺕ ﺑها ﻫﻤﻮﻡ ﻭﺁﻓﺮﺍﺡ ﻭﻧﺒـﺪﺁ ﺍﻟﺴﻨﻪ ﻫـﺬﻱ ﻋﺴﺂﻫﺎ ﺳﻌﻴـﺪﻩ ﺟﻌﻞ ﺍﻟﻬﻤﻮﻡ ﺍﻟﻠﻲ ﻣﻦ ﺍﻟﻌﺂﻡ ﺗﻨﺰﺍﺡ ﻭﻧﻠﻘﺂ ﺍﻟﺴﻌﺂﺩﻩ ﻓﻲ ﺳﻨﺘﻨﺂ ﺍﻟﺠﺪﻳﺪﻩ          - ❤️
4912,positive,@safaaelbana رحاب مين بس هههههههههههههههههههه #MinaAttaKingdom مينا عطا ده رائع بس خفة دم سراج تعمل شغل جامد
4914,positive,"""وأرجع تانى وأقولك الله يخليك :\"""")"
4922,positive,الضي جآء و كل الشكر و تقدير لرجال كهربآء وحق ربي انكم رجاله و بارك الله فيكم و اجركم حاصل ان شاءلله   شكرآ
4923,positive,بس القعدة مع الصحاب بالدنيا ♥
4924,neutral,ربنا يكون فى عون الناس بتاعت روسيا
4936,neutral,مَن يُحِبُكَ لا يؤذيك لا يُهْمِلُك ولا يجرَحُكَ بـ فِعل أو كَلِمَة..!
4942,neutral,"""""""أبني تهدي، للبر أشد للغريق تشدي ✋"""""""""
4950,neutral,@aGad_ أن الله غفوراً رحيم
4960,positive,@MarwaF_ الله اكبر..!!
4969,positive,فيه ناس مجرد ما بنشوف الفرح فى عيونهم بننسى الدنيا وما فيها
4976,negative,بخاف من مسلسل ريا وسكينة ده مرعب
4982,negative,الديمقراطية هي حكم اللي يغلب من ولاد الكلب
4983,negative,@youm7 لو شافوا الهلع والرعب ف العيون وع الوجوه والجري والصرخات رجاله وشباب وستات في قلب مصر الجديدة ليلتها كانوا طالبوا باعدام المجرمين
4990,neutral,"""#الوطن   رغم انفجار قنبلة.. سكان الهرم يحتفلون #برأس_السنة في \""""#كايرو_مول\""""  http://t.co/ruEvGvnE1N"
4997,positive,هههههه سررررراج بجد فصلنى ضحك يخربيتك #MinaAttaOnDreamTwo
5000,positive,اللهم في هذه الليلة المباركه يسر لنا أمورنا واحفظ بلادنا واجعل من عبادك الصالحين الشاكرين
5003,negative,https://t.co/vou0nYCgDS أصعب احساس في الدنيا....
5004,negative,@Eslameid14 اوساخ والله انا كنت جاي
5007,positive,و نشكر ربنا على الحاجات الصغيرة الي بعتهالنا في وقتها &lt;3
5008,negative,"""يا كمياا اتلمى بقاا  :\""""D"
5010,negative,حسبى الله ونعم الوكيل فى البلد الوسخة دى وفى اللى ماسكينها وعمرها ما هتنضف ابدا  اطهر ما فيكى بيموت
5011,positive,"""#الوطن   #جنوب_سيناء تشارك في مبادرة \""""ارسم مستقبلك \""""  http://t.co/km4qPHQll4"
5017,negative,السنة مبلشة ثقيلة #streetphotography #blackandwhite @ البدوي   أشرفية http://t.co/aZi8XGSgNI
5018,neutral,العيون تحكي ما لا يُقال
5021,positive,دة انت الحلم اللى نفسي يكمل و يبقى حقيقة ♥
5029,negative,عام #2014  ... شكرا ... روح لامك ! سنه كانت مفكرا نفسها GTA !
5030,positive,@Mrim_AZ  البت لونها حلو اوووى
5032,negative,السنين بتفوت وانا واقف مكانى
5037,neutral,#نصيحة  لا تطفئ النار ...........بالنار
5038,neutral,الهدف من الترند اننا نعرف الناس اللي متعرفش مينا هو مين وننشر حساباتو يلا نعمل كدة مش نعمل تويت كلام بس بليز #MinaAttaOnDreamTwo  مينا عطا
5041,positive,لولا الأمل في الغد لما عاش المظلوم حتى اليوم.
5048,neutral,#نطالب_تمريات_برعاية_هيثم_العبدالله  @Tmreyat نأمل من سيادتكم رعايه المتسابق هيثم العبدالله مبدع وحافظ لكتاب الله جزيتم خيرا    : : : : :
5056,neutral,ان اللبيب من الإشارة يفهم http://t.co/ettXB5YyHh
5057,negative,من أين لك كل هذا البرود.
5058,positive,"""""""الثقة بالله أزكى أمل، والتوكل عليه أوفى عمل"""""""""
5059,positive,وطني ستظل أنت عشقي الأول   #مصر  اللهم اجعل اجازتي سالمة في مصر
5063,positive,شفت السما فوقك  تخيل مداها بنجومها بأجرامها  باللي فيها  واللي خلقها من عدم  واحتواها اني  احبك  حب غطى  عليها
5066,neutral,@_YRZ1 الديانة الطاهرة النقية عند الله الآب هي هذه افتقاد اليتامى والارامل في ضيقتهم وحفظ الانسان نفسه بلا دنس من العالم
5073,positive,اللهم ابطل اثرعين حاسدة اصابت قلبافاحزنته واصابت زوجين ففرقتهماواصابت ولدا فافسدته واصابت جسدا امرضته واصابت جمالا فشوهته انك علي كل شئ قدير
5076,neutral,ميدو: لن أدرب الزمالك هذا الموسم تحت أي ظرف: http://t.co/TNdmhdpvRU via @midoahm #Zamalek  #باتشيكو_هرب  #باتشيكو  #زمالك #الزمالك
5080,negative,- ملعونها سذاجه
5083,positive,"""#اسامه_فقيه الف مبروووك لجمهورالعرررين وفريق دعم العرين  باقي لنا جلمود صخر والدعم باذن الله نجيبها @YasserFaageeh @faqeeh2011\"""""
5085,negative,محدش حاسس بحد .. كله بيقول يلا نفسى.
5088,positive,@Yousef_Hedia مفيش ارجل منك يا اخويا ربنا يخلينا لبعض و يخلينا دايما مع بعض على المره قبل الحلوه
5089,negative,عرفت اللي فيها عنيه بآن عاليها إنو يا قلبي ما حبنيش .. حجات عشنا فيها وعشمنا بيها وأخرتها ايه طلعت مفيش .
5090,neutral,@Moda_wahab . فهو يبحث عن الحب بالفطرة ما الامتنان .. لسه بقول ليك الامتنان هو الوعي المرتبط بالمادة والقواعد علی حد قولك
5095,negative,يسرقون رغيفك ثم يعطوك منه كسرة .. يا لوقاحتهم .. ويا لهطل أمك http://t.co/QHBWWi5K9q
5096,positive,https://t.co/mOh9uTWAQX دة فيديو ياسمين كانت بتعملو لمعايدتكو اسمعوة يلا  #HBDDoaaElSebaii
5097,negative,@sarahesham3 يا ديني دي كانت ايام سوووووووووووووووووده :D:D
5099,positive,@haneenaldabet1 رحمه الله عليهم ويدخلهم فسيح جناته يا ارحم الرحمين
5101,negative,مادة ما بتنفهم ولا بندرس لليش هيّه !!!
5102,positive,https://t.co/mOh9uTWAQX واااااااااااااو تحفة فيديو فانزك بيعيدك يا دعاء #HBDDoaaElSebaii
5107,positive,@dieaakh كل سنة و انت سالم ظوظو بيك و ينعاد عليك بصحة
5113,positive,الحمدلله انا بطلت اسب الدين
5117,positive,@medomounib @salmabmw22 مستنين نسمع رنا ومبسوطين انها بتشتغل مع منتج محترم زى حضرتك وان شاء الله السونج والكليب يكسر الدنيا
5118,neutral,ولكن الآن في المسيح يسوع انتم الذين كنتم قبلا بعيدين صرتم قريبين بدم المسيح. http://t.co/AjBX27Qpia
5121,neutral,بقالي فترة كبيرة مش بتويت والله يا جدعان استحملوني شوية
5122,positive,@Khairy_Ramadan  وحضرتك طيب وبألف خير استاذ خيرى امتعتنا بحلقة اسعاد يونس كانت اكثر من رائعه
5124,negative,"""""""اكره فريد الأطرش ، لإن \""""الحياة حلوة ، بس نفهمها\"""""""""""""
5125,positive,@RevanNos7y  منا خدت بالي بس هي حلوة  فعلا بس انا مش ميال  ليها  انا اصلا بحب المانفسيتو اوي و اقوي من ويسترن يونيون بس انا بحب ويسترن اكتر
5126,positive,#قل_كلمة_حلوة_في_العام_الجديد يارب ارحمني واغفرلي كثرة ذنوبي
5128,negative,"""""""و اللي بحكيلي \""""الحياة حلوة\"""" سأقتله ، لأريه ان الموت احلى"""""""""
5133,neutral,"""""""قال أبو الحسن المزين : الذنب بعد الذنب عقوبة الذنب ، والحسنة بعد الحسنة ثواب الحسنة .”"""""""""
5134,negative,@M0sTaa و فيلم المغسلة .. اشهر فيلم في مصر .. احاااااااااااااا :D:D:D:D
5136,positive,@tweety402f اخبار الناس عسا اموركم تمام  ما اقصد اكلمك حشا بس كل ما في الامر حبيت اتطمن عليك في امان الله
5139,negative,احنا جيل المبضونين يا جماعه والله
5143,neutral,@Nh_nh89 @MYildirimResmi حفلة افتتاح الفلم القرمى ما حد راح خالص
5144,positive,اجمل ما فينا ان محمد نبينا (ص) ✋
5150,negative,@amanyfaraj_ @modyalfaitory عليش نسأل فيكن معناها ي بصله
5152,neutral,لتعم الفائدة للناس وللاطلاع على انواع السحروعلاماتها وكيفية علاجهاوكيفية التحصين من الاصابات بالحسد والسحر وكافة انواع التسليط00905345609147
5155,neutral,#لقاء_القرني_مع_دعاء #DoaaElSebaii  شايفها نفسها فين بعد سنه و بالنسبه للنجوم مصر غناء وتمثيل تحب تتعامل مع مين ؟ هل ممكن تغنى لمصر فبديتها
5156,neutral,#RanaSamahaTeam  ياريت كلنا نهتم نرتوت للمنتج ميدو عن أى تويت تخص رنا بليزززززززززز
5158,neutral,رب واحد ايمان واحد معمودية واحدة http://t.co/fDZNoDrFqf
5164,positive,اسكندرية و البحر و الدفي و كفا ..!
5166,neutral,"""المشغول بك سيصنع وقتاً من أجلك♥ والمشغول عنك سيستغل أي حدث لينصرف عنك !\"""""
5170,positive,"""""""حَدثت الله عنك كثيراُ ،،"""""""""
5172,positive,♥ ليله شتاء بجانبك :)   هذا ما أحلم بيه الان :) ♥  #D ♥
5173,neutral,اختبار طبي لعبد الفضيل غداً لتحديد موقفه من المشاركة امام الجونة السبت المقبل .
5176,negative,انا لو مكان الدنيا أتقرف فشخ أحط على أحمد شيبه
5182,neutral,@Miiilav @NF62 القرأنيه واضحه وخاصه في قوله وهو على جمعهم اذا شاء قدير اي وجود حياه اخرى
5186,negative,الي عايش بوجهين ديرله بلوك مرتين
5187,positive,الإهتمام حلو والله حتى لو بسيط أوى ..
5188,positive,@nirmeen_3li اووووووووف بقا .. وانتى حلوة فشخ
5189,positive,اهم حاجة تكون الانسان اللى بتحبه محافظ عليه
5191,neutral,#اتفرج  بالفيديو.. #مصطفى_كامل يهين تسلم الأيادي في رأس السنة  شاهد الفيديو عبر الرابط.. http://t.co/nvktcfRyg0 http://t.co/lPDPoTHEJ8
5192,neutral,@sl_889 @ToOoTaZ يا حبيبتى يا توتا طيب عاوزه حاجه بقى انا عندى مشوار هههه  شيرين يحيى  #ShereenYehia
5196,neutral,#تأمل هذا المشهد بسم الله الرحمن الرحيم  وأشرقت الأرض بنور ربها ووضع الكتاب وجيء بالنبيين والشهداء وقضي بينهم بالحق وهم لا يظلمون الزمر:69
5202,neutral,"""#اتفرج  بالصور.. اللبنانية #يارا تظهر بفستان \""""غريب\"""" في حفل #الكريسماس  شاهد الصور عبر الرابط.. http://t.co/UQJiWlpJLB http://t.co/vOasTVG4j8"
5203,positive,اللهُم اني بحاجة لِحياه تخلو من غضبك ملِيئه برضاك ورحمتك ربي إن كان هُناك ذنب يحول بيني وبين رضاك فاغفره لي يا ارحم الراحمِين.
5212,positive,كان نفسي اول حاجه اشوفها في 2015 هي انت :-)
5215,negative,@_MaiiAhmed بتبقي بنت كلب ✋
5217,positive,@sokkarnabat90 لالالا مين قالك كده ؟ دا احلى صباح :)
5218,negative,"""\""""عاوزين نعيش فى أمان\""""  جمله قالها جبان و أستخدمها ألجبناء !!"
5219,neutral,الجو بررررد يا جماعة مين سقعان http://t.co/1cKX4WoQKy
5220,positive,"""""""عنية و بصتوا ليها ، تكفى ♥ http://t.co/fKKB2Z0a5Z"""""""""
5223,negative,على اخر الزمن مراقب عرص بيقولى مجبتش معاك مسطرة ليه !! انا بطلت اشيل شنط من 2 اعدادى !!
5224,neutral,تلج السنين
5225,negative,"""""""و قلت أنا عاشق، ساقوني كتير المر."""""""""
5228,positive,#عن حد مهم فى حياتك مش عارفه احنا اصحاب ولا حبايب ولا بنلعب باليه مائي . بس هو حد مهم ♡♡♡  #مقصوووودة_بقي
5229,positive,ﻻ تنسون صلاة الفجر ..  تصبحون على خير :) جمعة مباركة ♡
5230,positive,@retag_tuba @ExtraTurki ريتاج وحشتنى يا قمر انا زنيب يلدريم علشان عيونك حلوة حياتى ذاد حلاوة فيهم
5233,positive,"""""""إضحك، الدنيا فانية."""""""""
5234,neutral,"""""""البياض لايعني الجمال ، و السواد لا يعني القباحة ، فالكفن أبيض ومخيف ! والكعبة سوداء وجميلة ! والإنسان بأخلاقه ليس بمظهره ✋"""""""""
5236,positive,«رب اغفر لي خطيئتي يوم الدين» [رواه مسلم].
5241,neutral,"""""""انقذت هرة عائلة في النمسا احترق منزلها فجرا اذ ايقظتهم من النوم ما اتاح لهم الفرار من ألسنة النيران، بحسب ما اعلنت الشرطة الاربعاء"""""""""
5242,negative,Twitter هما 5 accounts و الباقي في الزبالة.
5249,negative,أحقر أسلوب هو تلقيح الكلام ده &gt;_&lt; وبيثبت إن صاحبه شخصية ضعيفة وجبانة ميقدرش يقول اللي جواه direct لازم يحور ويلقح :/
5252,neutral,لتورايد الموارد البشريه لدولة الخليج من الجسنين ذو تعليم عالى شركة الزاويدى لسياحه
5253,positive,@Anwer204Com بكل خير اتمناه لكم مع أحلى صباح الورد http://t.co/MC5f2T6So6
5257,positive,صباح الورد الجوري http://t.co/PIhnLgpabL
5262,neutral,سَيأخُذ ٱلجَميعُ نَصِيبهُ م هَذه الدّنٌيا : سَعآدَة أوْ حُزنٌ لَنْ يَـفُوتك شَيء كتَبَهُ الله لك أو عَليْك فَارضى بآلقَدَر .وقُل الحَمد ُلله
5264,negative,روح يا شيخ ربنا يخرب بيت امك  هوه الاخوان على دين جديد غير الاسلام ملعون ابوهم http://t.co/n8Dw6d7lUQ
5270,positive,الحمد لله الذي احيانا بعدما اماتنا و اليه النشور ... اصبحنا و اصبح الملك لله
5275,positive,@crespozamalek07 كل سنة وانت طيب يا حنين :)
5281,positive,@H4h9 زاد الله من امثالك
5283,neutral,"""نمرة - \""""مع السلامة\"""" من ألبوم #اسمعني | Hamza Namira _ Ma\""""assalama من خلال Awakening Records #np on # على SoundCloud https://t.co/gP8MnhYI5N"
5284,negative,معقولة خلاص ؟ عشنلنا يومين و السلام !
5288,negative,اللهم اجعلنا نتقبل الخوازيق من اعدائنا و انصرنا على بعضنا
5295,neutral,كليب أدب الكلام - فارس القبي (إيقاع) #كناري. http://t.co/nFEVrQnkBB
5297,positive,البنت دى و أمثالها لازم يغنوا و يملوا الكون بغناهم نغسي نعلى بقى و مصر ترجع زى زمان كلها فن و رقى..
5302,negative,@hayoonia1 @zahraa1991zoz نفسى يبطلوا بقى انا تعبت من النكد
5304,negative,اه يا صوابعى
5307,positive,"""""""اللهم صلِّ على سيدنا مُحمّد نبي الهدى والرحمة، لا يقطع من وصله، ولا يرد أحدًا سأله، والرحمة تسكن قلبه ... اللهم إرزقنا شفاعتة يا رب"""""""""
5313,negative,هتفضل مشاكلي بيني و بين نفسي لحد ما اموت و هيفضل زعلي ليه لوحدي بردوا عشان محدش ناقص بس الواحد خايف قوة احتماله تخلص
5316,neutral,#تفاصيل  افضل شاعر ايمن بهجت قمر  افضل فنان رنا سماحة  افضل عمل غنائى غلطت من الأول  نجم تفاصيل رنا سماحة http://t.co/BAFtoWzvqQ
5320,neutral,"""\""""الَّذِينَ آمَنُوا وَتَطْمَئِنُّ قُلُوبُهُمْ بِذِكْرِ اللًّهِ الا بِذِكْرِ اللَّهِ تَطْمَئِنُّ الْقُلُوبُ\"""" http://t.co/KBwRLg8vQZ"
5324,neutral,بسم الله الذى لا يضرُ مع اسمهِ شئٌ في الارضِ ولا في السماء وهو السميع العليم
5325,neutral,@NourDouma نانسي عجرم.. معظم بطاقات حفلها الكبير بمهرجان دبي للتسوق نفذت وعشاقها بإنتظارها على نار!  http://t.co/6Vi3S4iF0D
5326,neutral,الحب لما يتحاول لحب فطره زى متكون بتحب اهلك و مهما عملوا بتسامح عشان الناس دى من لحمك و دمك مفيش بعده حب يقارن او يتزايد عليه :)
5327,positive,@xfJgMiPVKnf8y0p الله يسعد ك تعالي خاص
5335,positive,@hodaelmasry25 ربنا يقدرني ع رسم الفرحه ف وشوش الناس :D
5341,positive,يا حلو صبح نهارنا فل
5342,positive,@ArabsGotTalent روعة
5344,neutral,#LaithAbuJoda صور لليث لما كان في مصر ..  ليث أبو جودة http://t.co/awALwZCYYO
5346,positive,@libyanwoman1 كل التحيه والتقدير لمن يصنعون الحياة
5347,positive,التلوين اكتر حاجه الاطفال بيحبوها #عيش_حلمك_عيش_سنك #الكرامه_الزقازيق http://t.co/C2Yy4DyHtG
5349,neutral,@al_arsenal ميلانو وليس ميلان ^^
5351,neutral,انا عايز احكى قصة بس محتاج حد يكتبها معايا ... حد راشق ؟
5353,neutral,وَلَوْ كُنْتَ فَظًّا غَلِيظَ الْقَلْبِ لانْفَضُّوا مِنْ حَوْلِكَ
5357,negative,الواحد بقي مبضون من الناس اللي حوله من كل حاجة
5361,negative,النهارده ذكرى سقوط الاندلس ماتت قلوب الناس ماتت فينا النخوه بلاش ننسى فى يوم ان العرب ولاد وسخااااا
5363,neutral,"""""""ﺍﻷ‌ﺷﻴﺎﺀ ﺍﻟﻤُﺴﺘﻮﺩﻋﺔ ﻟﺮﺏّ #ﺍﻟﺴﻤﺎﺀ ، ﻻ‌ ﺗُﺒﺘَﺮ ﺃﺑﺪﺍً :” ﺳﺘﻬﻄُﻞ ﻋﻠﻴﻚ #ﻏﻴﺜﺎً ﻣﺮﻭﻳّﺎً (“: ﻣﺎﺩﺍﻡ ﻟﻬﺎ ﺭﺏٌ #ﻛﺮﻳﻢ .. #ﻗﺮﻳﺐٌ .. #ﻣُﺠﻴﺐ .."""""""""
5370,neutral,اوقات بيعدي في يومك لحظات تبه نفسك تعملها pause وتعدها كل شويه
5371,positive,مهما تباعدنا ترى (الود) موجود ماينزعه من خافقي اي طاري في عيني اليمنى لك الشوق ممدود وفي عيني اليسرى وجود اجتباري
5372,positive,ابن النادي  خبرة .. شخصية ..محبوب.. قادر علي التعامل مع النجوم .. قادر علي صنع الاستقرار مع اسماعيل يوسف لية ميجيش  حسن شحاتة #باصي_لعفيفي
5374,neutral,"""""""\""""@hakaamey: اللهم إنّا نسألك موجبات رحمتك ، وعزائم مغفرتك والسلامة من كل إثم ، والغنيمة من كل بر ، والفوز بالجنة والنجاة من النار"""""""""
5375,negative,@otnastyle  نرتضى منصور انسان غير مسئول بالمره مش هتلاقى نادى فى العالم رئيسه يطلع يتكلم كل شوية عن الفرقع بتاعته  مهما حصل
5378,positive,@S_Elhussieny بابا بلغيه سلامي وتحياتي دي صوره تمكين للشباب ودلعهم اخر حاجه ..ربنا يخليكم للبعض سمر :))
5379,positive,@mohammed_attya آمييييييين يا رب وعليك كمان وتتوفق دايما :)))))) متشكرة قووووووي
5380,negative,واول ما الايام تغدر بيك كل الناس تسيبك
5383,negative,انا باقيت الشخص اللي من سنة كنت بخاف اتعامل معاه.
5386,negative,فلسطين ادينالهم مساعدات ضربونا المغرب اهانهم و اعتذرنا ..المغرب اهانتنا ومحدش سامع..انها السياسه الجديده خليك كبير و سامح الصغير..غلطة
5387,positive,فخامة الليدرز واااو ♥ http://t.co/ZoUJq4bRSs
5388,neutral,"""*...أريدك ملهمي ومُلتهمي.... رجُلاً حيناً...وحيناً قلمي...\"""" #عليك_اللهفة #أحلام_مستغانمي"
5389,positive,هل تعلم ان كلمة نفسي اشوفك .. لها تأثير سحري لا يقاوم ! XD
5392,negative,وخلتيني اقول خلاص مفيش امل
5397,positive,اللهم آمين ..  وأسعد الله مسائكم بكل خير ... @ Cairo http://t.co/L2kGwd6HjA
5402,neutral,الإشتياقُ صهيل أحصنة برية لا يفرق بين القاتل و القتيل  وداد نبي /ظهيرة حب ظهيرة حرب
5403,negative,@VodafoneEgypt عملت كده من أسبوعين والإعلانات رجعت تاني ... واضح إنكم بتتعاملوا معانا كإن مفيش غيركم مع إن خدماتكم بقت رديئة
5404,negative,"""""""البنات كائنات خطيرة فشخ يا جماعة، ممكن تحطك في خانة الفريندزون وخانة البرازر زون، وخانة الكوبري زون عشان توصل لحاجة تانية ودي خانة وسخة فشخ."""""""""
5405,positive,"""""""ﻭﻓﻲ ﺃﻭﻝ ﺟُﻤﻌﺔ ﻣﻦ ﻋﺎﻡ 2015 ، ﺍﻟﻠﻬُﻢ ﺇﺟﻌﻠﻨﺎ ﻣﻤﻦ ﻋﻔﻮﺕ ﻋﻨﻬﻢ ، ﻭﺭﺿﻴﺖ ﻋﻨﻬﻢ، ﻭﻏﻔﺮﺕ ﻟﻬﻢ .. جمعة مباركة على جميع يا رب .."""""""""
5410,negative,كان لملوم .. وبقي معفن .. جالنا نضف .. ومثِل منتخب بلده .. بس اتاريه بيحب الوساخه :)
5415,positive,@ShereenYehia10 وحشتينااااااااااااااااااااااااااااا يا شيروووو وما شاء الله كنتي منورة امبارح سلطاااااااااااااااااااااانة #ShereenYehia
5416,positive,يارب متحوجنيش لحد غيرك .
